lat       lon
41.62281  -87.30098
41.62281  -87.28481
41.62281  -87.26864
41.62281  -87.25247
41.62281  -87.2363
41.62281  -87.22013
41.62281  -87.20396
41.62281  -83.16153
41.62281  -83.14536
41.62281  -83.12919
41.62281  -83.11302
41.62281  -83.09685
41.62281  -83.08068
41.62281  -83.06452
41.62281  -83.04835
41.62281  -83.03218
41.62281  -83.01601
41.62281  -82.99984
41.62281  -82.98367
41.62281  -82.9675
41.62281  -82.95133
41.62281  -82.93516
41.62281  -82.91899
41.62281  -82.90282
41.62281  -82.88665
41.62281  -82.87048
41.62281  -82.85431
41.62281  -82.82197
41.62281  -82.8058
41.62281  -82.78963
41.62281  -82.77346
41.62281  -82.75729
41.62281  -82.74112
41.62281  -82.72495
41.62281  -82.70878
41.62281  -82.69261
41.62281  -82.67644
41.62281  -82.66027
41.62281  -82.6441
41.62281  -82.62793
41.62281  -82.61176
41.62281  -82.59559
41.62281  -82.57942
41.62281  -82.56325
41.62281  -82.54708
41.62281  -82.53092
41.62281  -82.51475
41.62281  -82.49858
41.62281  -82.48241
41.62281  -82.46624
41.62281  -82.45007
41.62281  -82.4339
41.62281  -82.41773
41.62281  -82.40156
41.62281  -82.38539
41.62281  -82.36922
41.62281  -82.35305
41.62281  -82.33688
41.62281  -82.32071
41.62281  -82.30454
41.62281  -82.28837
41.62281  -82.2722
41.62281  -82.25603
41.62281  -82.23986
41.62281  -82.22369
41.62281  -82.20752
41.62281  -82.19135
41.62281  -82.17518
41.62281  -82.15901
41.62281  -82.14284
41.62281  -82.12667
41.62281  -82.1105
41.62281  -82.09433
41.62281  -82.07816
41.62281  -82.06199
41.62281  -82.04582
41.62281  -82.02965
41.62281  -82.01348
41.62281  -81.99732
41.62281  -81.98115
41.62281  -81.96498
41.62281  -81.94881
41.62281  -81.93264
41.62281  -81.91647
41.62281  -81.9003
41.62281  -81.88413
41.62281  -81.86796
41.62281  -81.85179
41.62281  -81.83562
41.62281  -81.81945
41.62281  -81.80328
41.62281  -81.78711
41.62281  -81.77094
41.62281  -81.75477
41.62281  -81.7386
41.62281  -81.72243
41.62281  -81.70626
41.62281  -81.69009
41.62281  -81.67392
41.62281  -81.65775
41.62281  -81.64158
41.62281  -81.62541
41.62281  -81.60924
41.62281  -81.59307
41.62281  -81.5769
41.62281  -81.56073
41.62281  -81.54456
41.62281  -81.52839
41.62281  -81.51222
41.62281  -81.49605
41.63493  -87.39799
41.63493  -87.38182
41.63493  -87.36565
41.63493  -87.34948
41.63493  -87.33332
41.63493  -87.31715
41.63493  -87.30098
41.63493  -87.28481
41.63493  -87.26864
41.63493  -87.25247
41.63493  -87.2363
41.63493  -87.22013
41.63493  -87.20396
41.63493  -87.18779
41.63493  -87.17162
41.63493  -83.21004
41.63493  -83.19387
41.63493  -83.1777
41.63493  -83.16153
41.63493  -83.14536
41.63493  -83.12919
41.63493  -83.11302
41.63493  -83.09685
41.63493  -83.08068
41.63493  -83.06452
41.63493  -83.04835
41.63493  -83.03218
41.63493  -83.01601
41.63493  -82.99984
41.63493  -82.98367
41.63493  -82.9675
41.63493  -82.95133
41.63493  -82.93516
41.63493  -82.91899
41.63493  -82.90282
41.63493  -82.88665
41.63493  -82.87048
41.63493  -82.85431
41.63493  -82.8058
41.63493  -82.78963
41.63493  -82.77346
41.63493  -82.75729
41.63493  -82.74112
41.63493  -82.72495
41.63493  -82.70878
41.63493  -82.69261
41.63493  -82.67644
41.63493  -82.66027
41.63493  -82.6441
41.63493  -82.62793
41.63493  -82.61176
41.63493  -82.59559
41.63493  -82.57942
41.63493  -82.56325
41.63493  -82.54708
41.63493  -82.53092
41.63493  -82.51475
41.63493  -82.49858
41.63493  -82.48241
41.63493  -82.46624
41.63493  -82.45007
41.63493  -82.4339
41.63493  -82.41773
41.63493  -82.40156
41.63493  -82.38539
41.63493  -82.36922
41.63493  -82.35305
41.63493  -82.33688
41.63493  -82.32071
41.63493  -82.30454
41.63493  -82.28837
41.63493  -82.2722
41.63493  -82.25603
41.63493  -82.23986
41.63493  -82.22369
41.63493  -82.20752
41.63493  -82.19135
41.63493  -82.17518
41.63493  -82.15901
41.63493  -82.14284
41.63493  -82.12667
41.63493  -82.1105
41.63493  -82.09433
41.63493  -82.07816
41.63493  -82.06199
41.63493  -82.04582
41.63493  -82.02965
41.63493  -82.01348
41.63493  -81.99732
41.63493  -81.98115
41.63493  -81.96498
41.63493  -81.94881
41.63493  -81.93264
41.63493  -81.91647
41.63493  -81.9003
41.63493  -81.88413
41.63493  -81.86796
41.63493  -81.85179
41.63493  -81.83562
41.63493  -81.81945
41.63493  -81.80328
41.63493  -81.78711
41.63493  -81.77094
41.63493  -81.75477
41.63493  -81.7386
41.63493  -81.72243
41.63493  -81.70626
41.63493  -81.69009
41.63493  -81.67392
41.63493  -81.65775
41.63493  -81.64158
41.63493  -81.62541
41.63493  -81.60924
